,experiment,target,lang,translator,model,tw,type,f1,support,soubor,tweet,red
279,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'tweet': 'tweet', 'red': 'no'}",ua,cs,origin,llama3,,all,68.6,410,r_ua_cs_origin_llama3_epoch_ref_tweet_5.csv,tweet,no
300,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'llama3', 'tweet': 'tweet', 'red': 'no'}",ru,cs,deepl,llama3,,all,68.3,431,r_ru_cs_deepl_llama3_epoch_ref_tweet_5.csv,tweet,no
121,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'tweet': 'tweet', 'red': 'no'}",ru,hu,origin,llama3,,all,68.3,139,r_ru_hu_origin_llama3_epoch_ref_tweet_5.csv,tweet,no
331,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'red': 'no', 'tweet': 'no'}",ru,pl,deepl,bertweet,,all,35.2,143,r_ru_pl_deepl_bertweet_epoch_3.csv,no,no
122,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'bert', 'red': 'red', 'tweet': 'no'}",ua,cs,origin,bert,,all,68.1,298,r_ua_cs_origin_bert_epoch_reduced_3.csv,no,red
136,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'red': 'no', 'tweet': 'no'}",ua,cs,origin,llama3,,all,68,410,r_ua_cs_origin_llama3_epoch_5.csv,no,no
152,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'llama2', 'red': 'no', 'tweet': 'no'}",ru,hu,origin,llama2,,all,68,139,r_ru_hu_origin_llama2_epoch_3.csv,no,no
153,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'red': 'red', 'tweet': 'no'}",ua,hu,deepl,bert,,all,76.6,107,r_ua_hu_deepl_bert_epoch_reduced_4.csv,no,red
159,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'red'}",ua,cs,helsinki,bertweet,,all,67.8,298,r_ua_cs_helsinki_bertweet_epoch_ref_tweet_reduced_2.csv,tweet,red
315,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'mistral', 'red': 'no', 'tweet': 'no'}",ua,pl,origin,mistral,,all,67.8,160,r_ua_pl_origin_mistral_epoch_5.csv,no,no
358,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'red': 'red', 'tweet': 'no'}",ru,pl,origin,llama3,,all,67.6,102,r_ru_pl_origin_llama3_epoch_reduced_5.csv,no,red
165,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'tweet': 'tweet', 'red': 'red'}",ru,pl,origin,llama3,,all,67.5,102,r_ru_pl_origin_llama3_epoch_ref_tweet_reduced_5.csv,tweet,red
303,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'llama2', 'tweet': 'tweet', 'red': 'no'}",ru,pl,deepl,llama2,,all,67.5,143,r_ru_pl_deepl_llama2_epoch_ref_tweet_3.csv,tweet,no
157,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'tweet': 'tweet', 'red': 'red'}",ua,pl,helsinki,bert,,all,67.3,95,r_ua_pl_helsinki_bert_epoch_ref_tweet_reduced_5.csv,tweet,red
24,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ua,hu,origin,mistral,,all,67.2,157,r_ua_hu_origin_mistral_epoch_ref_tweet_3.csv,tweet,no
12,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'llama2', 'red': 'no', 'tweet': 'no'}",ua,pl,origin,llama2,,all,67,160,r_ua_pl_origin_llama2_epoch_4.csv,no,no
243,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ua,pl,origin,mistral,,all,67,160,r_ua_pl_origin_mistral_epoch_ref_tweet_5.csv,tweet,no
91,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ru,pl,helsinki,mistral,,all,66.9,143,r_ru_pl_helsinki_mistral_epoch_ref_tweet_3.csv,tweet,no
318,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'red': 'red', 'tweet': 'no'}",ua,pl,deepl,bert,,all,72.5,95,r_ua_pl_deepl_bert_epoch_reduced_5.csv,no,red
254,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'bertweet', 'red': 'red', 'tweet': 'no'}",ru,hu,origin,bertweet,,all,66.7,103,r_ru_hu_origin_bertweet_epoch_reduced_3.csv,no,red
265,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'llama3', 'tweet': 'tweet', 'red': 'red'}",ru,pl,deepl,llama3,,all,66.7,102,r_ru_pl_deepl_llama3_epoch_ref_tweet_reduced_5.csv,tweet,red
155,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'red'}",ru,hu,helsinki,bertweet,,all,66.6,103,r_ru_hu_helsinki_bertweet_epoch_ref_tweet_reduced_3.csv,tweet,red
131,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'mistral', 'red': 'no', 'tweet': 'no'}",ru,pl,helsinki,mistral,,all,66.5,143,r_ru_pl_helsinki_mistral_epoch_3.csv,no,no
245,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'red': 'no', 'tweet': 'no'}",ua,hu,origin,llama3,,all,66.4,157,r_ua_hu_origin_llama3_epoch_5.csv,no,no
314,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'llama2', 'tweet': 'tweet', 'red': 'no'}",ru,hu,origin,llama2,,all,66.4,139,r_ru_hu_origin_llama2_epoch_ref_tweet_3.csv,tweet,no
20,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'bert', 'tweet': 'tweet', 'red': 'red'}",ua,pl,origin,bert,,all,66.3,95,r_ua_pl_origin_bert_epoch_ref_tweet_reduced_4.csv,tweet,red
348,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'red': 'no', 'tweet': 'no'}",ru,cs,origin,llama3,,all,72.7,431,r_ru_cs_origin_llama3_epoch_5.csv,no,no
215,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'mistral', 'red': 'no', 'tweet': 'no'}",ua,hu,origin,mistral,,all,66.1,157,r_ua_hu_origin_mistral_epoch_3.csv,no,no
212,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'red': 'no', 'tweet': 'no'}",ru,hu,origin,llama3,,all,66,139,r_ru_hu_origin_llama3_epoch_5.csv,no,no
126,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'llama2', 'red': 'no', 'tweet': 'no'}",ru,pl,origin,llama2,,all,65.7,143,r_ru_pl_origin_llama2_epoch_3.csv,no,no
163,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'no'}",ru,cs,deepl,bertweet,,all,65.6,431,r_ru_cs_deepl_bertweet_epoch_ref_tweet_2.csv,tweet,no
103,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'llama2', 'red': 'no', 'tweet': 'no'}",ua,hu,deepl,llama2,,all,70.3,157,r_ua_hu_deepl_llama2_epoch_3.csv,no,no
127,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'red': 'red', 'tweet': 'no'}",ua,cs,deepl,bert,,all,67.9,298,r_ua_cs_deepl_bert_epoch_reduced_3.csv,no,red
82,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'bert', 'red': 'red', 'tweet': 'no'}",ru,cs,origin,bert,,all,61.9,362,r_ru_cs_origin_bert_epoch_reduced_2.csv,no,red
100,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'tweet': 'tweet', 'red': 'no'}",ua,hu,origin,llama3,,all,65.2,157,r_ua_hu_origin_llama3_epoch_ref_tweet_5.csv,tweet,no
298,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'mistral', 'red': 'no', 'tweet': 'no'}",ru,hu,deepl,mistral,,all,75.8,139,r_ru_hu_deepl_mistral_epoch_3.csv,no,no
47,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'tweet': 'tweet', 'red': 'red'}",ru,hu,deepl,bert,,all,65,103,r_ru_hu_deepl_bert_epoch_ref_tweet_reduced_4.csv,tweet,red
172,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'llama2', 'red': 'no', 'tweet': 'no'}",ru,pl,helsinki,llama2,,all,65,143,r_ru_pl_helsinki_llama2_epoch_3.csv,no,no
231,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'llama3', 'tweet': 'tweet', 'red': 'no'}",ua,hu,deepl,llama3,,all,64.9,157,r_ua_hu_deepl_llama3_epoch_ref_tweet_5.csv,tweet,no
62,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'tweet': 'tweet', 'red': 'red'}",ru,pl,deepl,bert,,all,64.7,102,r_ru_pl_deepl_bert_epoch_ref_tweet_reduced_2.csv,tweet,red
258,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ru,hu,deepl,mistral,,all,64.6,139,r_ru_hu_deepl_mistral_epoch_ref_tweet_3.csv,tweet,no
283,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ua,pl,helsinki,mistral,,all,64.6,160,r_ua_pl_helsinki_mistral_epoch_ref_tweet_5.csv,tweet,no
75,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'llama3', 'tweet': 'tweet', 'red': 'red'}",ua,pl,helsinki,llama3,,all,64.4,95,r_ua_pl_helsinki_llama3_epoch_ref_tweet_reduced_5.csv,tweet,red
230,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'llama3', 'red': 'red', 'tweet': 'no'}",ua,pl,helsinki,llama3,,all,64.4,95,r_ua_pl_helsinki_llama3_epoch_reduced_5.csv,no,red
108,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ru,pl,deepl,mistral,,all,64.4,143,r_ru_pl_deepl_mistral_epoch_ref_tweet_3.csv,tweet,no
338,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'llama2', 'red': 'no', 'tweet': 'no'}",ru,hu,deepl,llama2,,all,74.6,139,r_ru_hu_deepl_llama2_epoch_3.csv,no,no
189,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'red': 'red', 'tweet': 'no'}",ua,hu,helsinki,bertweet,,all,63.8,107,r_ua_hu_helsinki_bertweet_epoch_reduced_3.csv,no,red
192,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'tweet': 'tweet', 'red': 'red'}",ru,pl,helsinki,bert,,all,63.8,102,r_ru_pl_helsinki_bert_epoch_ref_tweet_reduced_2.csv,tweet,red
228,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'bert', 'tweet': 'tweet', 'red': 'red'}",ua,cs,origin,bert,,all,63.6,298,r_ua_cs_origin_bert_epoch_ref_tweet_reduced_2.csv,tweet,red
266,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ru,pl,origin,mistral,,all,63.6,143,r_ru_pl_origin_mistral_epoch_ref_tweet_3.csv,tweet,no
354,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'red': 'no', 'tweet': 'no'}",ua,cs,helsinki,bert,,all,63.6,410,r_ua_cs_helsinki_bert_epoch_3.csv,no,no
162,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'llama3', 'tweet': 'tweet', 'red': 'no'}",ua,cs,helsinki,llama3,,all,63.1,410,r_ua_cs_helsinki_llama3_epoch_ref_tweet_5.csv,tweet,no
67,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'red'}",ua,pl,helsinki,bertweet,,all,63,95,r_ua_pl_helsinki_bertweet_epoch_ref_tweet_reduced_3.csv,tweet,red
304,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'red': 'red', 'tweet': 'no'}",ru,hu,deepl,bertweet,,all,62.9,103,r_ru_hu_deepl_bertweet_epoch_reduced_3.csv,no,red
137,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'mistral', 'red': 'no', 'tweet': 'no'}",ru,pl,origin,mistral,,all,62.7,143,r_ru_pl_origin_mistral_epoch_3.csv,no,no
235,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'tweet': 'tweet', 'red': 'no'}",ua,cs,deepl,bert,,all,62.7,410,r_ua_cs_deepl_bert_epoch_ref_tweet_3.csv,tweet,no
345,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'llama2', 'red': 'no', 'tweet': 'no'}",ua,pl,deepl,llama2,,all,71.1,160,r_ua_pl_deepl_llama2_epoch_5.csv,no,no
242,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'llama2', 'red': 'no', 'tweet': 'no'}",ru,pl,deepl,llama2,,all,70,143,r_ru_pl_deepl_llama2_epoch_3.csv,no,no
27,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'llama2', 'tweet': 'tweet', 'red': 'no'}",ru,pl,origin,llama2,,all,62.6,143,r_ru_pl_origin_llama2_epoch_ref_tweet_3.csv,tweet,no
295,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'tweet': 'tweet', 'red': 'red'}",ru,cs,deepl,bert,,all,62.3,362,r_ru_cs_deepl_bert_epoch_ref_tweet_reduced_2.csv,tweet,red
4,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'bert', 'red': 'no', 'tweet': 'no'}",ru,hu,origin,bert,,all,62.2,139,r_ru_hu_origin_bert_epoch_5.csv,no,no
169,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'red': 'red', 'tweet': 'no'}",ua,hu,deepl,bertweet,,all,61.9,107,r_ua_hu_deepl_bertweet_epoch_reduced_3.csv,no,red
83,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'tweet': 'tweet', 'red': 'red'}",ru,cs,helsinki,bert,,all,61.8,362,r_ru_cs_helsinki_bert_epoch_ref_tweet_reduced_2.csv,tweet,red
350,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'mistral', 'red': 'no', 'tweet': 'no'}",ua,pl,deepl,mistral,,all,68.3,160,r_ua_pl_deepl_mistral_epoch_5.csv,no,no
57,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'bertweet', 'red': 'red', 'tweet': 'no'}",ua,hu,origin,bertweet,,all,61.7,107,r_ua_hu_origin_bertweet_epoch_reduced_3.csv,no,red
161,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'bert', 'tweet': 'tweet', 'red': 'red'}",ru,pl,origin,bert,,all,61.7,102,r_ru_pl_origin_bert_epoch_ref_tweet_reduced_1.csv,tweet,red
195,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'red'}",ua,hu,helsinki,bertweet,,all,61.6,107,r_ua_hu_helsinki_bertweet_epoch_ref_tweet_reduced_3.csv,tweet,red
210,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'tweet': 'tweet', 'red': 'red'}",ua,pl,deepl,bert,,all,61.4,95,r_ua_pl_deepl_bert_epoch_ref_tweet_reduced_5.csv,tweet,red
178,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'red': 'no', 'tweet': 'no'}",ua,pl,helsinki,bert,,all,61.2,160,r_ua_pl_helsinki_bert_epoch_5.csv,no,no
110,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'bert', 'red': 'red', 'tweet': 'no'}",ua,pl,origin,bert,,all,61.1,95,r_ua_pl_origin_bert_epoch_reduced_5.csv,no,red
38,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'red'}",ru,hu,deepl,bertweet,,all,61.1,103,r_ru_hu_deepl_bertweet_epoch_ref_tweet_reduced_3.csv,tweet,red
286,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'llama3', 'tweet': 'tweet', 'red': 'no'}",ua,hu,helsinki,llama3,,all,61.1,157,r_ua_hu_helsinki_llama3_epoch_ref_tweet_5.csv,tweet,no
288,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'llama3', 'tweet': 'tweet', 'red': 'no'}",ua,pl,helsinki,llama3,,all,61,160,r_ua_pl_helsinki_llama3_epoch_ref_tweet_5.csv,tweet,no
160,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'tweet': 'tweet', 'red': 'no'}",ua,cs,helsinki,bert,,all,60.9,410,r_ua_cs_helsinki_bert_epoch_ref_tweet_3.csv,tweet,no
167,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'llama3', 'tweet': 'tweet', 'red': 'no'}",ru,cs,helsinki,llama3,,all,60.8,431,r_ru_cs_helsinki_llama3_epoch_ref_tweet_5.csv,tweet,no
151,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'bert', 'tweet': 'tweet', 'red': 'no'}",ua,cs,origin,bert,,all,60.7,410,r_ua_cs_origin_bert_epoch_ref_tweet_3.csv,tweet,no
236,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'bert', 'tweet': 'tweet', 'red': 'red'}",ua,hu,origin,bert,,all,60.7,107,r_ua_hu_origin_bert_epoch_ref_tweet_reduced_3.csv,tweet,red
78,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'llama3', 'tweet': 'tweet', 'red': 'no'}",ru,pl,deepl,llama3,,all,60.6,143,r_ru_pl_deepl_llama3_epoch_ref_tweet_5.csv,tweet,no
174,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'red'}",ua,pl,origin,bertweet,,all,60.2,95,r_ua_pl_origin_bertweet_epoch_ref_tweet_reduced_2.csv,tweet,red
217,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'mistral', 'red': 'no', 'tweet': 'no'}",ru,pl,deepl,mistral,,all,68.9,143,r_ru_pl_deepl_mistral_epoch_3.csv,no,no
16,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'llama3', 'red': 'no', 'tweet': 'no'}",ru,hu,helsinki,llama3,,all,60.1,139,r_ru_hu_helsinki_llama3_epoch_5.csv,no,no
32,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'tweet': 'tweet', 'red': 'red'}",ua,cs,deepl,bert,,all,60,298,r_ua_cs_deepl_bert_epoch_ref_tweet_reduced_3.csv,tweet,red
33,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'red'}",ua,pl,deepl,bertweet,,all,59.9,95,r_ua_pl_deepl_bertweet_epoch_ref_tweet_reduced_3.csv,tweet,red
339,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'bert', 'red': 'no', 'tweet': 'no'}",ua,cs,origin,bert,,all,59.8,410,r_ua_cs_origin_bert_epoch_3.csv,no,no
144,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'red': 'no', 'tweet': 'no'}",ua,pl,origin,llama3,,all,59.6,160,r_ua_pl_origin_llama3_epoch_5.csv,no,no
250,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'red': 'red', 'tweet': 'no'}",ua,cs,helsinki,bertweet,,all,59.6,298,r_ua_cs_helsinki_bertweet_epoch_reduced_2.csv,no,red
86,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'bert', 'tweet': 'tweet', 'red': 'red'}",ru,cs,origin,bert,,all,59.5,362,r_ru_cs_origin_bert_epoch_ref_tweet_reduced_2.csv,tweet,red
64,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'llama3', 'tweet': 'tweet', 'red': 'no'}",ru,hu,helsinki,llama3,,all,59.4,139,r_ru_hu_helsinki_llama3_epoch_ref_tweet_5.csv,tweet,no
274,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'tweet': 'tweet', 'red': 'no'}",ua,pl,deepl,bert,,all,59.2,160,r_ua_pl_deepl_bert_epoch_ref_tweet_5.csv,tweet,no
233,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'red': 'no', 'tweet': 'no'}",ua,cs,deepl,bert,,all,65,410,r_ua_cs_deepl_bert_epoch_3.csv,no,no
260,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'red': 'no', 'tweet': 'no'}",ru,cs,helsinki,bert,,all,58.8,431,r_ru_cs_helsinki_bert_epoch_2.csv,no,no
